county,use_date,total_cases,deaths
Crawford,2021-02-19,2,0
Crawford,2021-02-20,1,0
Crawford,2021-02-21,0,1
Crawford,2021-02-22,1,0
Crawford,2021-02-23,2,0
Crawford,2021-02-24,0,0
Crawford,2021-02-25,2,0
Crawford,2021-02-26,0,0
Crawford,2021-02-27,2,0
Crawford,2021-02-28,0,0
Crawford,2021-03-01,0,0
Crawford,2021-03-02,1,0
Crawford,2021-03-03,1,0
Crawford,2021-03-04,1,0
Crawford,2021-03-05,2,0
Crawford,2021-03-06,4,1
Crawford,2021-03-07,1,0
Crawford,2021-03-08,0,0
Crawford,2021-03-09,0,0
Crawford,2021-03-10,0,0
Crawford,2021-03-11,0,0
Crawford,2021-03-12,0,0
Crawford,2021-03-13,0,0
Crawford,2021-03-14,1,0
Crawford,2021-03-15,0,0
Crawford,2021-03-16,0,0
Crawford,2021-03-17,3,0
Crawford,2021-03-18,0,0
Crawford,2021-03-19,0,0
Crawford,2021-03-20,2,0
Crawford,2021-03-21,1,0
Crawford,2021-03-22,0,0
Crawford,2021-03-23,2,0
Crawford,2021-03-24,2,0
Crawford,2021-03-25,0,0
Crawford,2021-03-26,2,0
Crawford,2021-03-27,1,0
Crawford,2021-03-28,1,0
Crawford,2021-03-29,0,0
Crawford,2021-03-30,2,0
Crawford,2021-03-31,0,0
Crisp,2020-09-01,5,0
Crisp,2020-09-02,5,0
Crisp,2020-09-03,1,0
Crisp,2020-09-04,3,0
Crisp,2020-09-05,10,0
Crisp,2020-09-06,1,0
Crisp,2020-09-07,0,0
Crisp,2020-09-08,12,0
Crisp,2020-09-09,2,0
Crisp,2020-09-10,6,2
Crisp,2020-09-11,7,0
Crisp,2020-09-12,1,0
Crisp,2020-09-13,3,0
Crisp,2020-09-14,5,0
Crisp,2020-09-15,17,0
Crisp,2020-09-16,2,0
Crisp,2020-09-17,5,0
Crisp,2020-09-18,3,0
Crisp,2020-09-19,0,0
Crisp,2020-09-20,3,0
Crisp,2020-09-21,7,0
Crisp,2020-09-22,12,0
Crisp,2020-09-23,3,0
Crisp,2020-09-24,0,0
Crisp,2020-09-25,13,0
Crisp,2020-09-26,3,0
Crisp,2020-09-27,9,0
Crisp,2020-09-28,2,0
Crisp,2020-09-29,3,0
Crisp,2020-09-30,10,0
Crisp,2020-10-01,3,0
Crisp,2020-10-02,7,0
Crisp,2020-10-03,1,0
Crisp,2020-10-04,5,1
Crisp,2020-10-05,6,0
Crisp,2020-10-06,5,1
Crisp,2020-10-07,4,0
Crisp,2020-10-08,4,0
Crisp,2020-10-09,4,0
Crisp,2020-10-10,3,0
Crisp,2020-10-11,5,0
Crisp,2020-10-12,0,0
Crisp,2020-10-13,4,0
Crisp,2020-10-14,1,0
Crisp,2020-10-15,6,1
Crisp,2020-10-16,11,2
Crisp,2020-10-17,2,1
Crisp,2020-10-18,2,0
Crisp,2020-10-19,3,0
Crisp,2020-10-20,2,0
Crisp,2020-10-21,2,0
Crisp,2020-10-22,0,0
Crisp,2020-10-23,3,0
Crisp,2020-10-24,3,0
Crisp,2020-10-25,1,0
Crisp,2020-10-26,3,0
Crisp,2020-10-27,1,0
Crisp,2020-10-28,8,0
Crisp,2020-10-29,2,0
Crisp,2020-10-30,3,0
Crisp,2020-10-31,9,0
Crisp,2020-11-01,13,0
Crisp,2020-11-02,2,0
Crisp,2020-11-03,1,0
Crisp,2020-11-04,5,0
Crisp,2020-11-05,4,0
Crisp,2020-11-06,2,0
Crisp,2020-11-07,4,0
Crisp,2020-11-08,1,0
Crisp,2020-11-09,3,0
Crisp,2020-11-10,3,0
Crisp,2020-11-11,0,0
Crisp,2020-11-12,7,1
Crisp,2020-11-13,6,0
Crisp,2020-11-14,5,1
Crisp,2020-11-15,1,0
Crisp,2020-11-16,0,0
Crisp,2020-11-17,5,0
Crisp,2020-11-18,5,0
Crisp,2020-11-19,6,0
Crisp,2020-11-20,2,0
Crisp,2020-11-21,1,0
Crisp,2020-11-22,1,0
Crisp,2020-11-23,0,0
Crisp,2020-11-24,7,0
Crisp,2020-11-25,12,0
Crisp,2020-11-26,7,0
Crisp,2020-11-27,4,0
Crisp,2020-11-28,0,0
Crisp,2020-11-29,0,0
Crisp,2020-11-30,1,0
Crisp,2020-12-01,5,0
Crisp,2020-12-02,10,0
Crisp,2020-12-03,8,0
Crisp,2020-12-04,12,0
Crisp,2020-12-05,5,0
Crisp,2020-12-06,5,0
Crisp,2020-12-07,9,0
Crisp,2020-12-08,2,0
Crisp,2020-12-09,17,0
Crisp,2020-12-10,19,0
Crisp,2020-12-11,37,0
Crisp,2020-12-12,40,0
Crisp,2020-12-13,12,0
Crisp,2020-12-14,1,0
Crisp,2020-12-15,13,0
Crisp,2020-12-16,28,0
Crisp,2020-12-17,20,0
Crisp,2020-12-18,25,0
Crisp,2020-12-19,12,0
Crisp,2020-12-20,9,0
Crisp,2020-12-21,6,0
Crisp,2020-12-22,17,0
Crisp,2020-12-23,33,0
Crisp,2020-12-24,21,0
Crisp,2020-12-25,4,1
Crisp,2020-12-26,4,0
Crisp,2020-12-27,4,0
Crisp,2020-12-28,5,0
Crisp,2020-12-29,35,1
Crisp,2020-12-30,11,0
Crisp,2020-12-31,11,0
Crisp,2021-01-01,17,0
Crisp,2021-01-02,27,0
Crisp,2021-01-03,3,0
Crisp,2021-01-04,3,0
Crisp,2021-01-05,12,0
Crisp,2021-01-06,22,0
Crisp,2021-01-07,7,0
Crisp,2021-01-08,20,0
Crisp,2021-01-09,17,1
Crisp,2021-01-10,6,0
Crisp,2021-01-11,3,0
Crisp,2021-01-12,20,0
Crisp,2021-01-13,13,1
Crisp,2021-01-14,21,1
Crisp,2021-01-15,19,0
Crisp,2021-01-16,15,0
Crisp,2021-01-17,5,0
Crisp,2021-01-18,5,0
Crisp,2021-01-19,18,1
Crisp,2021-01-20,6,1
Crisp,2021-01-21,19,0
Crisp,2021-01-22,19,0
Crisp,2021-01-23,21,1
Crisp,2021-01-24,5,0
Crisp,2021-01-25,2,0
Crisp,2021-01-26,27,0
Crisp,2021-01-27,17,1
Crisp,2021-01-28,17,0
Crisp,2021-01-29,23,0
Crisp,2021-01-30,23,0
Crisp,2021-01-31,7,0
Crisp,2021-02-01,2,0
Crisp,2021-02-02,6,1
Crisp,2021-02-03,15,0
Crisp,2021-02-04,14,0
Crisp,2021-02-05,5,0
Crisp,2021-02-06,7,0
Crisp,2021-02-07,1,0
Crisp,2021-02-08,3,0
Crisp,2021-02-09,1,0
Crisp,2021-02-10,5,1
Crisp,2021-02-11,4,1
Crisp,2021-02-12,5,1
Crisp,2021-02-13,2,0
Crisp,2021-02-14,2,0
Crisp,2021-02-15,0,1
Crisp,2021-02-16,2,1
Crisp,2021-02-17,2,0
Crisp,2021-02-18,2,0
Crisp,2021-02-19,6,1
Crisp,2021-02-20,5,0
Crisp,2021-02-21,1,0
Crisp,2021-02-22,0,0
Crisp,2021-02-23,0,0
Crisp,2021-02-24,1,0
Crisp,2021-02-25,4,0
Crisp,2021-02-26,3,0
Crisp,2021-02-27,0,0
Crisp,2021-02-28,1,0
Crisp,2021-03-01,2,0
Crisp,2021-03-02,1,0
Crisp,2021-03-03,0,2
Crisp,2021-03-04,4,1
Crisp,2021-03-05,1,0
Crisp,2021-03-06,1,1
Crisp,2021-03-07,0,0
Crisp,2021-03-08,0,0
Crisp,2021-03-09,5,0
Crisp,2021-03-10,1,1
Crisp,2021-03-11,1,0
Crisp,2021-03-12,2,0
Crisp,2021-03-13,1,1
Crisp,2021-03-14,1,0
Crisp,2021-03-15,0,0
Crisp,2021-03-16,0,0
Crisp,2021-03-17,13,0
Crisp,2021-03-18,42,0
Crisp,2021-03-19,13,0
Crisp,2021-03-20,2,0
Crisp,2021-03-21,1,0
Crisp,2021-03-22,0,0
Crisp,2021-03-23,4,0
Crisp,2021-03-24,3,0
Crisp,2021-03-25,4,1
Crisp,2021-03-26,0,0
Crisp,2021-03-27,1,1
Crisp,2021-03-28,0,0
Crisp,2021-03-29,0,0
Crisp,2021-03-30,2,1
Crisp,2021-03-31,1,1
Dade,2020-09-01,2,0
Dade,2020-09-02,9,1
Dade,2020-09-03,5,0
Dade,2020-09-04,5,0
Dade,2020-09-05,3,0
Dade,2020-09-06,2,0
Dade,2020-09-07,3,0
Dade,2020-09-08,0,0
Dade,2020-09-09,2,0
Dade,2020-09-10,2,0
Dade,2020-09-11,3,0
Dade,2020-09-12,6,0
Dade,2020-09-13,3,0
Dade,2020-09-14,1,0
Dade,2020-09-15,9,0
Dade,2020-09-16,4,0
Dade,2020-09-17,3,0
Dade,2020-09-18,4,0
Dade,2020-09-19,7,1
Dade,2020-09-20,2,0
Dade,2020-09-21,1,0
Dade,2020-09-22,0,0
Dade,2020-09-23,2,0
Dade,2020-09-24,1,0
Dade,2020-09-25,2,0
Dade,2020-09-26,1,0
Dade,2020-09-27,1,0
Dade,2020-09-28,0,0
Dade,2020-09-29,0,0
Dade,2020-09-30,3,0
Dade,2020-10-01,0,0
Dade,2020-10-02,4,0
Dade,2020-10-03,3,0
Dade,2020-10-04,0,0
Dade,2020-10-05,2,0
Dade,2020-10-06,2,0
Dade,2020-10-07,4,0
Dade,2020-10-08,2,0
Dade,2020-10-09,0,0
Dade,2020-10-10,2,0
Dade,2020-10-11,2,0
Dade,2020-10-12,2,0
Dade,2020-10-13,0,0
Dade,2020-10-14,3,0
Dade,2020-10-15,4,0
Dade,2020-10-16,5,0
Dade,2020-10-17,7,0
Dade,2020-10-18,1,0
Dade,2020-10-19,1,0
Dade,2020-10-20,6,0
Dade,2020-10-21,2,0
Dade,2020-10-22,3,0
Dade,2020-10-23,1,0
Dade,2020-10-24,3,1
Dade,2020-10-25,2,0
Dade,2020-10-26,4,0
Dade,2020-10-27,4,0
Dade,2020-10-28,1,0
Dade,2020-10-29,7,0
Dade,2020-10-30,6,0
Dade,2020-10-31,6,0
Dade,2020-11-01,7,0
Dade,2020-11-02,2,0
Dade,2020-11-03,5,0
Dade,2020-11-04,4,0
Dade,2020-11-05,6,0
Dade,2020-11-06,6,0
Dade,2020-11-07,9,0
Dade,2020-11-08,1,0
Dade,2020-11-09,4,0
Dade,2020-11-10,9,0
Dade,2020-11-11,5,0
Dade,2020-11-12,5,0
Dade,2020-11-13,0,0
Dade,2020-11-14,4,0
Dade,2020-11-15,2,0
Dade,2020-11-16,2,0
Dade,2020-11-17,5,0
Dade,2020-11-18,6,1
Dade,2020-11-19,4,0
Dade,2020-11-20,11,0
Dade,2020-11-21,10,0
Dade,2020-11-22,4,0
Dade,2020-11-23,6,0
Dade,2020-11-24,6,0
Dade,2020-11-25,5,0
Dade,2020-11-26,3,0
Dade,2020-11-27,1,0
Dade,2020-11-28,6,0
Dade,2020-11-29,2,0
Dade,2020-11-30,3,0
Dade,2020-12-01,1,0
Dade,2020-12-02,2,0
Dade,2020-12-03,27,0
Dade,2020-12-04,19,0
Dade,2020-12-05,9,0
Dade,2020-12-06,3,0
Dade,2020-12-07,7,0
Dade,2020-12-08,3,0
Dade,2020-12-09,9,0
Dade,2020-12-10,7,0
Dade,2020-12-11,11,0
Dade,2020-12-12,10,0
Dade,2020-12-13,2,0
Dade,2020-12-14,7,0
Dade,2020-12-15,3,0
Dade,2020-12-16,15,0
Dade,2020-12-17,13,0
Dade,2020-12-18,13,0
Dade,2020-12-19,8,0
Dade,2020-12-20,11,0
Dade,2020-12-21,10,0
Dade,2020-12-22,14,0
Dade,2020-12-23,4,0
Dade,2020-12-24,7,0
Dade,2020-12-25,8,0
Dade,2020-12-26,2,0
Dade,2020-12-27,14,0
Dade,2020-12-28,1,0
Dade,2020-12-29,16,0
Dade,2020-12-30,17,0
Dade,2020-12-31,10,0
Dade,2021-01-01,5,0
Dade,2021-01-02,19,0
Dade,2021-01-03,2,0
Dade,2021-01-04,2,0
Dade,2021-01-05,6,0
Dade,2021-01-06,26,0
Dade,2021-01-07,14,0
Dade,2021-01-08,16,0
Dade,2021-01-09,26,0
Dade,2021-01-10,10,0
Dade,2021-01-11,9,0
Dade,2021-01-12,18,1
Dade,2021-01-13,8,0
Dade,2021-01-14,6,0
Dade,2021-01-15,7,0
Dade,2021-01-16,14,0
Dade,2021-01-17,3,0
Dade,2021-01-18,4,0
Dade,2021-01-19,7,0
Dade,2021-01-20,4,0
Dade,2021-01-21,7,0
Dade,2021-01-22,6,0
Dade,2021-01-23,11,0
Dade,2021-01-24,2,0
Dade,2021-01-25,3,0
Dade,2021-01-26,2,0
Dade,2021-01-27,10,0
Dade,2021-01-28,4,0
Dade,2021-01-29,6,0
Dade,2021-01-30,20,0
Dade,2021-01-31,1,0
Dade,2021-02-01,0,0
Dade,2021-02-02,10,0
Dade,2021-02-03,12,0
Dade,2021-02-04,13,0
Dade,2021-02-05,6,0
Dade,2021-02-06,7,0
Dade,2021-02-07,3,0
Dade,2021-02-08,1,0
Dade,2021-02-09,11,0
Dade,2021-02-10,12,0
Dade,2021-02-11,1,0
Dade,2021-02-12,7,1
Dade,2021-02-13,5,0
Dade,2021-02-14,6,0
Dade,2021-02-15,3,0
Dade,2021-02-16,5,0
Dade,2021-02-17,0,0
Dade,2021-02-18,13,0
Dade,2021-02-19,3,0
Dade,2021-02-20,3,0
Dade,2021-02-21,1,0
Dade,2021-02-22,3,0
Dade,2021-02-23,8,0
Dade,2021-02-24,7,0
Dade,2021-02-25,10,0
Dade,2021-02-26,10,0
Dade,2021-02-27,5,0
Dade,2021-02-28,2,0
Dade,2021-03-01,2,0
Dade,2021-03-02,8,0
Dade,2021-03-03,8,0
Dade,2021-03-04,6,0
Dade,2021-03-05,10,0
Dade,2021-03-06,2,1
Dade,2021-03-07,1,0
Dade,2021-03-08,0,0
Dade,2021-03-09,2,0
Dade,2021-03-10,5,0
Dade,2021-03-11,4,0
Dade,2021-03-12,4,0
Dade,2021-03-13,1,0
Dade,2021-03-14,2,0
Dade,2021-03-15,1,0
Dade,2021-03-16,1,0
Dade,2021-03-17,0,0
Dade,2021-03-18,1,0
Dade,2021-03-19,1,0
Dade,2021-03-20,1,0
Dade,2021-03-21,1,0
Dade,2021-03-22,0,0
Dade,2021-03-23,2,0
Dade,2021-03-24,1,0
Dade,2021-03-25,1,0
Dade,2021-03-26,2,0
Dade,2021-03-27,2,0
Dade,2021-03-28,2,0
Dade,2021-03-29,2,0
Dade,2021-03-30,3,0
Dade,2021-03-31,2,0
Dawson,2020-09-01,13,0
Dawson,2020-09-02,14,0
Dawson,2020-09-03,9,0
Dawson,2020-09-04,7,0
Dawson,2020-09-05,14,0
Dawson,2020-09-06,2,0
Dawson,2020-09-07,2,0
Dawson,2020-09-08,1,0
Dawson,2020-09-09,12,0
Dawson,2020-09-10,4,0
Dawson,2020-09-11,5,0
Dawson,2020-09-12,7,0
Dawson,2020-09-13,2,0
Dawson,2020-09-14,1,0
Dawson,2020-09-15,4,0
Dawson,2020-09-16,11,0
Dawson,2020-09-17,4,0
Dawson,2020-09-18,2,0
Dawson,2020-09-19,20,0
Dawson,2020-09-20,4,0
Dawson,2020-09-21,7,0
Dawson,2020-09-22,2,0
Dawson,2020-09-23,3,1
Dawson,2020-09-24,4,0
Dawson,2020-09-25,5,0
Dawson,2020-09-26,1,0
Dawson,2020-09-27,2,0
Dawson,2020-09-28,0,0
Dawson,2020-09-29,7,0
Dawson,2020-09-30,5,1
Dawson,2020-10-01,4,0
Dawson,2020-10-02,1,0
Dawson,2020-10-03,5,0
Dawson,2020-10-04,3,0
Dawson,2020-10-05,0,0
Dawson,2020-10-06,0,0
Dawson,2020-10-07,2,0
Dawson,2020-10-08,1,1
Dawson,2020-10-09,5,0
Dawson,2020-10-10,2,0
Dawson,2020-10-11,0,0
Dawson,2020-10-12,0,0
Dawson,2020-10-13,1,0
Dawson,2020-10-14,6,0
Dawson,2020-10-15,8,1
Dawson,2020-10-16,3,0
Dawson,2020-10-17,5,0
Dawson,2020-10-18,0,0
Dawson,2020-10-19,0,0
Dawson,2020-10-20,5,0
Dawson,2020-10-21,5,0
Dawson,2020-10-22,3,0
Dawson,2020-10-23,4,1
Dawson,2020-10-24,4,0
Dawson,2020-10-25,1,0
Dawson,2020-10-26,1,0
Dawson,2020-10-27,0,0
Dawson,2020-10-28,5,0
Dawson,2020-10-29,3,0
Dawson,2020-10-30,4,0
Dawson,2020-10-31,1,0
Dawson,2020-11-01,3,0
Dawson,2020-11-02,1,0
Dawson,2020-11-03,5,0
Dawson,2020-11-04,6,0
Dawson,2020-11-05,5,0
Dawson,2020-11-06,3,0
Dawson,2020-11-07,3,0
Dawson,2020-11-08,1,0
Dawson,2020-11-09,2,0
Dawson,2020-11-10,6,0
Dawson,2020-11-11,4,0
Dawson,2020-11-12,5,0
Dawson,2020-11-13,7,0
Dawson,2020-11-14,7,0
Dawson,2020-11-15,4,0
Dawson,2020-11-16,2,0
Dawson,2020-11-17,15,0
Dawson,2020-11-18,19,0
Dawson,2020-11-19,17,0
Dawson,2020-11-20,12,0
Dawson,2020-11-21,14,0
Dawson,2020-11-22,3,0
Dawson,2020-11-23,4,0
Dawson,2020-11-24,19,0
Dawson,2020-11-25,14,0
Dawson,2020-11-26,13,0
Dawson,2020-11-27,7,0
Dawson,2020-11-28,9,0
Dawson,2020-11-29,5,0
Dawson,2020-11-30,7,0
Dawson,2020-12-01,10,0
Dawson,2020-12-02,14,0
Dawson,2020-12-03,20,0
Dawson,2020-12-04,25,0
Dawson,2020-12-05,20,0
Dawson,2020-12-06,4,0
Dawson,2020-12-07,11,0
Dawson,2020-12-08,12,0
Dawson,2020-12-09,26,0
Dawson,2020-12-10,23,0
Dawson,2020-12-11,23,0
Dawson,2020-12-12,35,0
Dawson,2020-12-13,9,0
Dawson,2020-12-14,1,0
Dawson,2020-12-15,11,0
Dawson,2020-12-16,21,0
Dawson,2020-12-17,26,1
Dawson,2020-12-18,30,0
Dawson,2020-12-19,31,0
Dawson,2020-12-20,7,0
Dawson,2020-12-21,4,0
Dawson,2020-12-22,39,0
Dawson,2020-12-23,25,0
Dawson,2020-12-24,57,1
Dawson,2020-12-25,16,0
Dawson,2020-12-26,3,0
Dawson,2020-12-27,6,0
Dawson,2020-12-28,15,0
Dawson,2020-12-29,28,1
Dawson,2020-12-30,40,0
Dawson,2020-12-31,34,1
Dawson,2021-01-01,44,0
Dawson,2021-01-02,10,0
Dawson,2021-01-03,10,0
Dawson,2021-01-04,12,0
Dawson,2021-01-05,42,2
Dawson,2021-01-06,34,0
Dawson,2021-01-07,24,0
Dawson,2021-01-08,37,0
Dawson,2021-01-09,38,0
Dawson,2021-01-10,7,0
Dawson,2021-01-11,21,0
Dawson,2021-01-12,25,1
Dawson,2021-01-13,29,0
Dawson,2021-01-14,37,0
Dawson,2021-01-15,35,1
Dawson,2021-01-16,30,0
Dawson,2021-01-17,11,0
Dawson,2021-01-18,4,0
Dawson,2021-01-19,23,0
Dawson,2021-01-20,55,1
Dawson,2021-01-21,39,0
Dawson,2021-01-22,26,1
Dawson,2021-01-23,23,1
Dawson,2021-01-24,12,0
Dawson,2021-01-25,5,0
Dawson,2021-01-26,19,0
Dawson,2021-01-27,13,1
Dawson,2021-01-28,25,0
Dawson,2021-01-29,22,0
Dawson,2021-01-30,15,1
Dawson,2021-01-31,5,0
Dawson,2021-02-01,2,0
Dawson,2021-02-02,16,1
Dawson,2021-02-03,16,2
Dawson,2021-02-04,15,1
Dawson,2021-02-05,12,0
Dawson,2021-02-06,9,0
Dawson,2021-02-07,8,0
Dawson,2021-02-08,7,0
Dawson,2021-02-09,8,0
Dawson,2021-02-10,9,1
Dawson,2021-02-11,15,1
Dawson,2021-02-12,12,1
Dawson,2021-02-13,11,0
Dawson,2021-02-14,3,0
Dawson,2021-02-15,2,0
Dawson,2021-02-16,15,2
Dawson,2021-02-17,8,0
Dawson,2021-02-18,9,0
Dawson,2021-02-19,6,0
Dawson,2021-02-20,14,0
Dawson,2021-02-21,4,0
Dawson,2021-02-22,6,0
Dawson,2021-02-23,20,0
Dawson,2021-02-24,3,0
Dawson,2021-02-25,6,0
Dawson,2021-02-26,6,0
Dawson,2021-02-27,3,0
Dawson,2021-02-28,3,0
Dawson,2021-03-01,3,0
Dawson,2021-03-02,10,0
Dawson,2021-03-03,3,0
Dawson,2021-03-04,7,0
Dawson,2021-03-05,6,1
Dawson,2021-03-06,4,0
Dawson,2021-03-07,1,0
Dawson,2021-03-08,1,0
Dawson,2021-03-09,5,0
Dawson,2021-03-10,5,0
Dawson,2021-03-11,2,1
Dawson,2021-03-12,7,0
Dawson,2021-03-13,2,0
Dawson,2021-03-14,0,0
Dawson,2021-03-15,1,0
Dawson,2021-03-16,1,0
Dawson,2021-03-17,8,0
Dawson,2021-03-18,5,0
Dawson,2021-03-19,5,0
Dawson,2021-03-20,6,0
Dawson,2021-03-21,2,0
Dawson,2021-03-22,4,1
Dawson,2021-03-23,4,0
Dawson,2021-03-24,4,0
Dawson,2021-03-25,10,0
Dawson,2021-03-26,2,1
Dawson,2021-03-27,8,0
Dawson,2021-03-28,1,0
Dawson,2021-03-29,1,0
Dawson,2021-03-30,5,0
Dawson,2021-03-31,4,0
DeKalb,2020-09-01,91,4
DeKalb,2020-09-02,70,2
DeKalb,2020-09-03,121,4
DeKalb,2020-09-04,56,0
DeKalb,2020-09-05,97,1
DeKalb,2020-09-06,66,2
DeKalb,2020-09-07,13,0
DeKalb,2020-09-08,74,3
DeKalb,2020-09-09,71,4
DeKalb,2020-09-10,74,7
DeKalb,2020-09-11,83,1
DeKalb,2020-09-12,86,1
DeKalb,2020-09-13,52,4
DeKalb,2020-09-14,85,0
DeKalb,2020-09-15,78,0
DeKalb,2020-09-16,89,0
DeKalb,2020-09-17,71,4
DeKalb,2020-09-18,67,1
DeKalb,2020-09-19,97,3
DeKalb,2020-09-20,73,0
DeKalb,2020-09-21,56,0
DeKalb,2020-09-22,69,2
DeKalb,2020-09-23,82,2
DeKalb,2020-09-24,75,4
DeKalb,2020-09-25,74,2
DeKalb,2020-09-26,69,2
DeKalb,2020-09-27,26,2
DeKalb,2020-09-28,55,2
DeKalb,2020-09-29,66,1
DeKalb,2020-09-30,82,2
DeKalb,2020-10-01,75,1
DeKalb,2020-10-02,69,3
DeKalb,2020-10-03,45,0
DeKalb,2020-10-04,48,0
DeKalb,2020-10-05,40,1
DeKalb,2020-10-06,77,1
DeKalb,2020-10-07,94,0
DeKalb,2020-10-08,86,1
DeKalb,2020-10-09,91,3
DeKalb,2020-10-10,56,1
DeKalb,2020-10-11,64,3
DeKalb,2020-10-12,47,0
DeKalb,2020-10-13,46,1
DeKalb,2020-10-14,62,1
DeKalb,2020-10-15,99,1
DeKalb,2020-10-16,95,3
DeKalb,2020-10-17,110,0
DeKalb,2020-10-18,93,4
DeKalb,2020-10-19,33,0
DeKalb,2020-10-20,75,0
DeKalb,2020-10-21,66,1
DeKalb,2020-10-22,95,1
DeKalb,2020-10-23,180,3
DeKalb,2020-10-24,99,0
DeKalb,2020-10-25,84,0
DeKalb,2020-10-26,67,2
DeKalb,2020-10-27,66,1
DeKalb,2020-10-28,164,1
DeKalb,2020-10-29,90,3
DeKalb,2020-10-30,112,2
DeKalb,2020-10-31,156,0
DeKalb,2020-11-01,102,0
DeKalb,2020-11-02,69,1
DeKalb,2020-11-03,148,0
DeKalb,2020-11-04,231,4
DeKalb,2020-11-05,147,0
DeKalb,2020-11-06,187,1
DeKalb,2020-11-07,111,1
DeKalb,2020-11-08,136,0
DeKalb,2020-11-09,81,3
DeKalb,2020-11-10,246,0
DeKalb,2020-11-11,145,7
DeKalb,2020-11-12,206,3
DeKalb,2020-11-13,179,2
DeKalb,2020-11-14,210,2
DeKalb,2020-11-15,169,0
DeKalb,2020-11-16,51,0
DeKalb,2020-11-17,274,0
DeKalb,2020-11-18,208,2
DeKalb,2020-11-19,182,2
DeKalb,2020-11-20,212,0
DeKalb,2020-11-21,335,0
DeKalb,2020-11-22,196,0
DeKalb,2020-11-23,121,1
DeKalb,2020-11-24,144,0
DeKalb,2020-11-25,152,3
DeKalb,2020-11-26,193,2
DeKalb,2020-11-27,196,1
DeKalb,2020-11-28,175,1
DeKalb,2020-11-29,94,0
DeKalb,2020-11-30,106,0
DeKalb,2020-12-01,234,2
DeKalb,2020-12-02,321,1
DeKalb,2020-12-03,317,4
DeKalb,2020-12-04,418,1
DeKalb,2020-12-05,324,4
DeKalb,2020-12-06,216,0
DeKalb,2020-12-07,223,2
DeKalb,2020-12-08,355,1
DeKalb,2020-12-09,303,0
DeKalb,2020-12-10,397,5
DeKalb,2020-12-11,340,3
DeKalb,2020-12-12,352,0
DeKalb,2020-12-13,322,0
DeKalb,2020-12-14,219,1
DeKalb,2020-12-15,378,1
DeKalb,2020-12-16,299,1
DeKalb,2020-12-17,398,2
DeKalb,2020-12-18,367,2
DeKalb,2020-12-19,320,1
DeKalb,2020-12-20,339,0
DeKalb,2020-12-21,135,1
DeKalb,2020-12-22,501,0
DeKalb,2020-12-23,386,5
DeKalb,2020-12-24,530,3
DeKalb,2020-12-25,381,4
DeKalb,2020-12-26,210,4
DeKalb,2020-12-27,177,1
DeKalb,2020-12-28,336,0
DeKalb,2020-12-29,443,2
DeKalb,2020-12-30,430,1
DeKalb,2020-12-31,566,5
DeKalb,2021-01-01,631,1
DeKalb,2021-01-02,375,0
DeKalb,2021-01-03,197,0
DeKalb,2021-01-04,183,2
DeKalb,2021-01-05,536,3
DeKalb,2021-01-06,307,3
DeKalb,2021-01-07,474,2
DeKalb,2021-01-08,624,1
DeKalb,2021-01-09,676,2
DeKalb,2021-01-10,476,0
DeKalb,2021-01-11,455,0
DeKalb,2021-01-12,475,3
DeKalb,2021-01-13,481,5
DeKalb,2021-01-14,515,6
DeKalb,2021-01-15,500,4
DeKalb,2021-01-16,583,8
DeKalb,2021-01-17,500,0
DeKalb,2021-01-18,351,4
DeKalb,2021-01-19,326,4
DeKalb,2021-01-20,381,8
DeKalb,2021-01-21,361,5
DeKalb,2021-01-22,410,8
DeKalb,2021-01-23,475,4
DeKalb,2021-01-24,319,0
DeKalb,2021-01-25,255,5
DeKalb,2021-01-26,510,4
DeKalb,2021-01-27,339,7
DeKalb,2021-01-28,395,11
DeKalb,2021-01-29,314,5
DeKalb,2021-01-30,383,11
DeKalb,2021-01-31,234,0
DeKalb,2021-02-01,206,1
DeKalb,2021-02-02,194,10
DeKalb,2021-02-03,262,5
DeKalb,2021-02-04,276,6
DeKalb,2021-02-05,201,8
DeKalb,2021-02-06,242,13
DeKalb,2021-02-07,187,0
DeKalb,2021-02-08,155,5
DeKalb,2021-02-09,283,8
DeKalb,2021-02-10,234,7
DeKalb,2021-02-11,237,2
DeKalb,2021-02-12,259,7
DeKalb,2021-02-13,213,4
DeKalb,2021-02-14,150,0
DeKalb,2021-02-15,97,4
DeKalb,2021-02-16,98,9
DeKalb,2021-02-17,225,8
DeKalb,2021-02-18,203,7
DeKalb,2021-02-19,208,10
DeKalb,2021-02-20,212,4
DeKalb,2021-02-21,146,0
DeKalb,2021-02-22,121,4
DeKalb,2021-02-23,238,6
DeKalb,2021-02-24,173,7
DeKalb,2021-02-25,226,9
DeKalb,2021-02-26,188,1
DeKalb,2021-02-27,162,7
DeKalb,2021-02-28,143,0
DeKalb,2021-03-01,143,4
DeKalb,2021-03-02,224,4
DeKalb,2021-03-03,191,7
DeKalb,2021-03-04,184,8
DeKalb,2021-03-05,123,8
DeKalb,2021-03-06,173,3
DeKalb,2021-03-07,121,0
DeKalb,2021-03-08,95,4
DeKalb,2021-03-09,106,2
DeKalb,2021-03-10,118,4
DeKalb,2021-03-11,152,4
DeKalb,2021-03-12,119,2
DeKalb,2021-03-13,104,2
DeKalb,2021-03-14,41,0
DeKalb,2021-03-15,110,8
DeKalb,2021-03-16,189,0
