county,use_date,total_cases,deaths
Miller,2020-10-07,8,1
Miller,2020-10-08,5,0
Miller,2020-10-09,4,0
Miller,2020-10-10,5,0
Miller,2020-10-11,6,0
Miller,2020-10-12,0,0
Miller,2020-10-13,0,0
Miller,2020-10-14,0,0
Miller,2020-10-15,0,0
Miller,2020-10-16,0,0
Miller,2020-10-17,0,0
Miller,2020-10-18,0,0
Miller,2020-10-19,1,0
Miller,2020-10-20,2,0
Miller,2020-10-21,2,0
Miller,2020-10-22,3,0
Miller,2020-10-23,7,0
Miller,2020-10-24,1,0
Miller,2020-10-25,4,0
Miller,2020-10-26,0,0
Miller,2020-10-27,5,0
Miller,2020-10-28,0,0
Miller,2020-10-29,2,0
Miller,2020-10-30,2,0
Miller,2020-10-31,1,0
Miller,2020-11-01,3,0
Miller,2020-11-02,3,0
Miller,2020-11-03,5,0
Miller,2020-11-04,1,0
Miller,2020-11-05,2,0
Miller,2020-11-06,0,0
Miller,2020-11-07,6,0
Miller,2020-11-08,0,0
Miller,2020-11-09,5,0
Miller,2020-11-10,11,0
Miller,2020-11-11,2,0
Miller,2020-11-12,0,0
Miller,2020-11-13,4,0
Miller,2020-11-14,2,0
Miller,2020-11-15,2,0
Miller,2020-11-16,3,0
Miller,2020-11-17,0,0
Miller,2020-11-18,2,0
Miller,2020-11-19,1,0
Miller,2020-11-20,0,0
Miller,2020-11-21,1,0
Miller,2020-11-22,2,0
Miller,2020-11-23,0,0
Miller,2020-11-24,0,0
Miller,2020-11-25,0,0
Miller,2020-11-26,2,0
Miller,2020-11-27,0,0
Miller,2020-11-28,4,0
Miller,2020-11-29,3,0
Miller,2020-11-30,0,0
Miller,2020-12-01,6,0
Miller,2020-12-02,2,0
Miller,2020-12-03,2,0
Miller,2020-12-04,1,0
Miller,2020-12-05,0,0
Miller,2020-12-06,0,0
Miller,2020-12-07,2,0
Miller,2020-12-08,1,0
Miller,2020-12-09,3,0
Miller,2020-12-10,7,0
Miller,2020-12-11,4,0
Miller,2020-12-12,5,0
Miller,2020-12-13,2,0
Miller,2020-12-14,1,0
Miller,2020-12-15,4,0
Miller,2020-12-16,2,0
Miller,2020-12-17,2,0
Miller,2020-12-18,5,0
Miller,2020-12-19,3,0
Miller,2020-12-20,6,0
Miller,2020-12-21,3,0
Miller,2020-12-22,9,0
Miller,2020-12-23,11,0
Miller,2020-12-24,17,0
Miller,2020-12-25,12,0
Miller,2020-12-26,1,0
Miller,2020-12-27,3,0
Miller,2020-12-28,2,0
Miller,2020-12-29,15,0
Miller,2020-12-30,1,0
Miller,2020-12-31,4,0
Miller,2021-01-01,2,0
Miller,2021-01-02,14,0
Miller,2021-01-03,10,0
Miller,2021-01-04,6,0
Miller,2021-01-05,3,0
Miller,2021-01-06,0,0
Miller,2021-01-07,3,0
Miller,2021-01-08,8,0
Miller,2021-01-09,6,0
Miller,2021-01-10,7,0
Miller,2021-01-11,2,0
Miller,2021-01-12,4,0
Miller,2021-01-13,6,0
Miller,2021-01-14,4,0
Miller,2021-01-15,11,0
Miller,2021-01-16,6,1
Miller,2021-01-17,2,0
Miller,2021-01-18,6,0
Miller,2021-01-19,3,1
Miller,2021-01-20,7,0
Miller,2021-01-21,8,0
Miller,2021-01-22,4,0
Miller,2021-01-23,4,0
Miller,2021-01-24,1,0
Miller,2021-01-25,2,0
Miller,2021-01-26,1,0
Miller,2021-01-27,1,0
Miller,2021-01-28,2,0
Miller,2021-01-29,10,1
Miller,2021-01-30,6,0
Miller,2021-01-31,2,0
Miller,2021-02-01,7,0
Miller,2021-02-02,4,0
Miller,2021-02-03,0,0
Miller,2021-02-04,5,0
Miller,2021-02-05,2,0
Miller,2021-02-06,2,0
Miller,2021-02-07,3,0
Miller,2021-02-08,7,0
Miller,2021-02-09,2,0
Miller,2021-02-10,1,0
Miller,2021-02-11,2,0
Miller,2021-02-12,0,0
Miller,2021-02-13,3,0
Miller,2021-02-14,0,0
Miller,2021-02-15,0,0
Miller,2021-02-16,0,0
Miller,2021-02-17,0,0
Miller,2021-02-18,1,0
Miller,2021-02-19,0,0
Miller,2021-02-20,0,0
Miller,2021-02-21,0,0
Miller,2021-02-22,0,0
Miller,2021-02-23,3,1
Miller,2021-02-24,5,0
Miller,2021-02-25,1,0
Miller,2021-02-26,5,0
Miller,2021-02-27,3,0
Miller,2021-02-28,0,0
Miller,2021-03-01,1,0
Miller,2021-03-02,1,0
Miller,2021-03-03,0,1
Miller,2021-03-04,0,0
Miller,2021-03-05,2,0
Miller,2021-03-06,1,1
Miller,2021-03-07,1,0
Miller,2021-03-08,1,0
Miller,2021-03-09,0,0
Miller,2021-03-10,3,0
Miller,2021-03-11,1,0
Miller,2021-03-12,2,0
Miller,2021-03-13,3,0
Miller,2021-03-14,3,0
Miller,2021-03-15,3,0
Miller,2021-03-16,2,0
Miller,2021-03-17,7,0
Miller,2021-03-18,5,0
Miller,2021-03-19,3,0
Miller,2021-03-20,2,0
Miller,2021-03-21,2,0
Miller,2021-03-22,0,0
Miller,2021-03-23,2,0
Miller,2021-03-24,2,0
Miller,2021-03-25,1,0
Miller,2021-03-26,2,0
Miller,2021-03-27,2,0
Miller,2021-03-28,0,0
Miller,2021-03-29,2,0
Miller,2021-03-30,4,0
Miller,2021-03-31,0,0
Mitchell,2020-09-01,4,1
Mitchell,2020-09-02,6,0
Mitchell,2020-09-03,1,0
Mitchell,2020-09-04,3,0
Mitchell,2020-09-05,11,0
Mitchell,2020-09-06,0,0
Mitchell,2020-09-07,2,0
Mitchell,2020-09-08,4,0
Mitchell,2020-09-09,8,0
Mitchell,2020-09-10,2,0
Mitchell,2020-09-11,3,0
Mitchell,2020-09-12,3,0
Mitchell,2020-09-13,5,0
Mitchell,2020-09-14,4,0
Mitchell,2020-09-15,2,0
Mitchell,2020-09-16,2,0
Mitchell,2020-09-17,4,0
Mitchell,2020-09-18,3,0
Mitchell,2020-09-19,4,0
Mitchell,2020-09-20,4,0
Mitchell,2020-09-21,3,0
Mitchell,2020-09-22,0,0
Mitchell,2020-09-23,4,0
Mitchell,2020-09-24,6,0
Mitchell,2020-09-25,5,0
Mitchell,2020-09-26,6,0
Mitchell,2020-09-27,7,0
Mitchell,2020-09-28,1,0
Mitchell,2020-09-29,4,0
Mitchell,2020-09-30,1,0
Mitchell,2020-10-01,7,0
Mitchell,2020-10-02,2,0
Mitchell,2020-10-03,2,0
Mitchell,2020-10-04,1,0
Mitchell,2020-10-05,2,0
Mitchell,2020-10-06,1,0
Mitchell,2020-10-07,2,0
Mitchell,2020-10-08,4,0
Mitchell,2020-10-09,2,0
Mitchell,2020-10-10,6,1
Mitchell,2020-10-11,1,0
Mitchell,2020-10-12,0,0
Mitchell,2020-10-13,1,0
Mitchell,2020-10-14,2,0
Mitchell,2020-10-15,0,0
Mitchell,2020-10-16,3,0
Mitchell,2020-10-17,2,0
Mitchell,2020-10-18,0,0
Mitchell,2020-10-19,1,0
Mitchell,2020-10-20,3,0
Mitchell,2020-10-21,2,0
Mitchell,2020-10-22,1,0
Mitchell,2020-10-23,2,0
Mitchell,2020-10-24,1,0
Mitchell,2020-10-25,1,0
Mitchell,2020-10-26,2,0
Mitchell,2020-10-27,3,0
Mitchell,2020-10-28,5,0
Mitchell,2020-10-29,0,1
Mitchell,2020-10-30,3,0
Mitchell,2020-10-31,2,0
Mitchell,2020-11-01,0,0
Mitchell,2020-11-02,0,0
Mitchell,2020-11-03,2,0
Mitchell,2020-11-04,3,0
Mitchell,2020-11-05,0,0
Mitchell,2020-11-06,1,0
Mitchell,2020-11-07,6,0
Mitchell,2020-11-08,4,0
Mitchell,2020-11-09,1,0
Mitchell,2020-11-10,3,0
Mitchell,2020-11-11,4,1
Mitchell,2020-11-12,3,0
Mitchell,2020-11-13,6,0
Mitchell,2020-11-14,3,0
Mitchell,2020-11-15,1,0
Mitchell,2020-11-16,0,0
Mitchell,2020-11-17,2,0
Mitchell,2020-11-18,7,0
Mitchell,2020-11-19,3,0
Mitchell,2020-11-20,0,0
Mitchell,2020-11-21,8,0
Mitchell,2020-11-22,0,0
Mitchell,2020-11-23,5,0
Mitchell,2020-11-24,5,0
Mitchell,2020-11-25,13,0
Mitchell,2020-11-26,2,0
Mitchell,2020-11-27,2,0
Mitchell,2020-11-28,1,0
Mitchell,2020-11-29,0,0
Mitchell,2020-11-30,2,0
Mitchell,2020-12-01,12,0
Mitchell,2020-12-02,18,0
Mitchell,2020-12-03,7,0
Mitchell,2020-12-04,1,0
Mitchell,2020-12-05,5,1
Mitchell,2020-12-06,3,0
Mitchell,2020-12-07,8,0
Mitchell,2020-12-08,5,0
Mitchell,2020-12-09,26,0
Mitchell,2020-12-10,10,0
Mitchell,2020-12-11,13,0
Mitchell,2020-12-12,14,0
Mitchell,2020-12-13,4,0
Mitchell,2020-12-14,7,0
Mitchell,2020-12-15,14,0
Mitchell,2020-12-16,8,0
Mitchell,2020-12-17,17,0
Mitchell,2020-12-18,23,0
Mitchell,2020-12-19,14,0
Mitchell,2020-12-20,9,0
Mitchell,2020-12-21,2,0
Mitchell,2020-12-22,7,0
Mitchell,2020-12-23,11,0
Mitchell,2020-12-24,27,0
Mitchell,2020-12-25,13,0
Mitchell,2020-12-26,9,0
Mitchell,2020-12-27,3,0
Mitchell,2020-12-28,23,0
Mitchell,2020-12-29,20,0
Mitchell,2020-12-30,26,1
Mitchell,2020-12-31,13,0
Mitchell,2021-01-01,15,0
Mitchell,2021-01-02,30,0
Mitchell,2021-01-03,12,0
Mitchell,2021-01-04,9,0
Mitchell,2021-01-05,15,1
Mitchell,2021-01-06,12,0
Mitchell,2021-01-07,14,0
Mitchell,2021-01-08,39,0
Mitchell,2021-01-09,18,0
Mitchell,2021-01-10,7,0
Mitchell,2021-01-11,1,0
Mitchell,2021-01-12,20,3
Mitchell,2021-01-13,11,1
Mitchell,2021-01-14,36,0
Mitchell,2021-01-15,25,2
Mitchell,2021-01-16,17,2
Mitchell,2021-01-17,8,0
Mitchell,2021-01-18,4,0
Mitchell,2021-01-19,3,1
Mitchell,2021-01-20,27,0
Mitchell,2021-01-21,6,1
Mitchell,2021-01-22,11,2
Mitchell,2021-01-23,15,0
Mitchell,2021-01-24,3,0
Mitchell,2021-01-25,1,0
Mitchell,2021-01-26,7,0
Mitchell,2021-01-27,45,2
Mitchell,2021-01-28,32,1
Mitchell,2021-01-29,10,2
Mitchell,2021-01-30,4,0
Mitchell,2021-01-31,3,0
Mitchell,2021-02-01,3,0
Mitchell,2021-02-02,9,0
Mitchell,2021-02-03,2,0
Mitchell,2021-02-04,10,0
Mitchell,2021-02-05,3,0
Mitchell,2021-02-06,18,0
Mitchell,2021-02-07,1,0
Mitchell,2021-02-08,3,0
Mitchell,2021-02-09,5,0
Mitchell,2021-02-10,3,0
Mitchell,2021-02-11,4,0
Mitchell,2021-02-12,9,0
Mitchell,2021-02-13,3,1
Mitchell,2021-02-14,1,0
Mitchell,2021-02-15,2,0
Mitchell,2021-02-16,4,1
Mitchell,2021-02-17,4,0
Mitchell,2021-02-18,4,0
Mitchell,2021-02-19,2,0
Mitchell,2021-02-20,1,0
Mitchell,2021-02-21,3,0
Mitchell,2021-02-22,3,0
Mitchell,2021-02-23,7,0
Mitchell,2021-02-24,11,0
Mitchell,2021-02-25,4,0
Mitchell,2021-02-26,2,0
Mitchell,2021-02-27,4,0
Mitchell,2021-02-28,0,0
Mitchell,2021-03-01,1,0
Mitchell,2021-03-02,0,0
Mitchell,2021-03-03,7,0
Mitchell,2021-03-04,2,0
Mitchell,2021-03-05,2,0
Mitchell,2021-03-06,0,1
Mitchell,2021-03-07,2,0
Mitchell,2021-03-08,0,0
Mitchell,2021-03-09,3,0
Mitchell,2021-03-10,3,0
Mitchell,2021-03-11,2,0
Mitchell,2021-03-12,0,0
Mitchell,2021-03-13,0,0
Mitchell,2021-03-14,1,0
Mitchell,2021-03-15,0,0
Mitchell,2021-03-16,0,0
Mitchell,2021-03-17,2,0
Mitchell,2021-03-18,2,0
Mitchell,2021-03-19,0,0
Mitchell,2021-03-20,2,0
Mitchell,2021-03-21,1,0
Mitchell,2021-03-22,0,0
Mitchell,2021-03-23,4,0
Mitchell,2021-03-24,1,0
Mitchell,2021-03-25,1,1
Mitchell,2021-03-26,9,0
Mitchell,2021-03-27,5,1
Mitchell,2021-03-28,0,0
Mitchell,2021-03-29,0,0
Mitchell,2021-03-30,2,0
Mitchell,2021-03-31,1,0
Monroe,2020-09-01,3,1
Monroe,2020-09-02,3,2
Monroe,2020-09-03,5,0
Monroe,2020-09-04,6,0
Monroe,2020-09-05,1,0
Monroe,2020-09-06,6,0
Monroe,2020-09-07,1,0
Monroe,2020-09-08,5,0
Monroe,2020-09-09,3,1
Monroe,2020-09-10,3,0
Monroe,2020-09-11,4,0
Monroe,2020-09-12,6,0
Monroe,2020-09-13,4,0
Monroe,2020-09-14,2,1
Monroe,2020-09-15,10,0
Monroe,2020-09-16,11,0
Monroe,2020-09-17,3,1
Monroe,2020-09-18,2,0
Monroe,2020-09-19,1,2
Monroe,2020-09-20,3,0
Monroe,2020-09-21,5,0
Monroe,2020-09-22,6,1
Monroe,2020-09-23,4,1
Monroe,2020-09-24,9,0
Monroe,2020-09-25,3,0
Monroe,2020-09-26,8,0
Monroe,2020-09-27,4,1
Monroe,2020-09-28,5,0
Monroe,2020-09-29,7,0
Monroe,2020-09-30,5,1
Monroe,2020-10-01,2,0
Monroe,2020-10-02,5,0
Monroe,2020-10-03,1,0
Monroe,2020-10-04,1,0
Monroe,2020-10-05,4,1
Monroe,2020-10-06,4,0
Monroe,2020-10-07,2,1
Monroe,2020-10-08,7,0
Monroe,2020-10-09,6,0
Monroe,2020-10-10,3,0
Monroe,2020-10-11,1,0
Monroe,2020-10-12,0,0
Monroe,2020-10-13,5,0
Monroe,2020-10-14,2,0
Monroe,2020-10-15,1,0
Monroe,2020-10-16,2,1
Monroe,2020-10-17,6,0
Monroe,2020-10-18,3,0
Monroe,2020-10-19,2,0
Monroe,2020-10-20,2,0
Monroe,2020-10-21,1,0
Monroe,2020-10-22,1,0
Monroe,2020-10-23,4,0
Monroe,2020-10-24,2,0
Monroe,2020-10-25,3,0
Monroe,2020-10-26,1,0
Monroe,2020-10-27,1,0
Monroe,2020-10-28,5,0
Monroe,2020-10-29,4,0
Monroe,2020-10-30,1,1
Monroe,2020-10-31,5,0
Monroe,2020-11-01,3,0
Monroe,2020-11-02,3,0
Monroe,2020-11-03,8,0
Monroe,2020-11-04,5,0
Monroe,2020-11-05,8,0
Monroe,2020-11-06,3,0
Monroe,2020-11-07,6,0
Monroe,2020-11-08,2,0
Monroe,2020-11-09,3,0
Monroe,2020-11-10,5,1
Monroe,2020-11-11,7,2
Monroe,2020-11-12,4,1
Monroe,2020-11-13,5,0
Monroe,2020-11-14,6,0
Monroe,2020-11-15,5,0
Monroe,2020-11-16,1,0
Monroe,2020-11-17,23,0
Monroe,2020-11-18,9,0
Monroe,2020-11-19,6,0
Monroe,2020-11-20,8,0
Monroe,2020-11-21,8,0
Monroe,2020-11-22,4,0
Monroe,2020-11-23,1,0
Monroe,2020-11-24,10,0
Monroe,2020-11-25,6,0
Monroe,2020-11-26,6,0
Monroe,2020-11-27,6,0
Monroe,2020-11-28,7,0
Monroe,2020-11-29,7,0
Monroe,2020-11-30,7,0
Monroe,2020-12-01,11,0
Monroe,2020-12-02,15,0
Monroe,2020-12-03,16,0
Monroe,2020-12-04,12,0
Monroe,2020-12-05,12,0
Monroe,2020-12-06,1,0
Monroe,2020-12-07,9,0
Monroe,2020-12-08,7,0
Monroe,2020-12-09,15,0
Monroe,2020-12-10,25,0
Monroe,2020-12-11,10,0
Monroe,2020-12-12,27,0
Monroe,2020-12-13,18,0
Monroe,2020-12-14,7,0
Monroe,2020-12-15,16,0
Monroe,2020-12-16,17,0
Monroe,2020-12-17,16,0
Monroe,2020-12-18,20,0
Monroe,2020-12-19,14,0
Monroe,2020-12-20,16,0
Monroe,2020-12-21,11,0
Monroe,2020-12-22,28,0
Monroe,2020-12-23,19,0
Monroe,2020-12-24,28,0
Monroe,2020-12-25,16,0
Monroe,2020-12-26,37,1
Monroe,2020-12-27,11,0
Monroe,2020-12-28,13,0
Monroe,2020-12-29,17,1
Monroe,2020-12-30,19,0
Monroe,2020-12-31,36,0
Monroe,2021-01-01,21,0
Monroe,2021-01-02,23,0
Monroe,2021-01-03,20,0
Monroe,2021-01-04,18,0
Monroe,2021-01-05,26,0
Monroe,2021-01-06,11,0
Monroe,2021-01-07,10,0
Monroe,2021-01-08,24,0
Monroe,2021-01-09,17,0
Monroe,2021-01-10,19,0
Monroe,2021-01-11,16,0
Monroe,2021-01-12,23,1
Monroe,2021-01-13,34,0
Monroe,2021-01-14,17,0
Monroe,2021-01-15,17,3
Monroe,2021-01-16,23,1
Monroe,2021-01-17,12,0
Monroe,2021-01-18,6,1
Monroe,2021-01-19,28,1
Monroe,2021-01-20,15,2
Monroe,2021-01-21,17,0
Monroe,2021-01-22,14,0
Monroe,2021-01-23,16,0
Monroe,2021-01-24,9,0
Monroe,2021-01-25,11,1
Monroe,2021-01-26,19,0
Monroe,2021-01-27,16,1
Monroe,2021-01-28,19,0
Monroe,2021-01-29,10,0
Monroe,2021-01-30,14,1
Monroe,2021-01-31,6,0
Monroe,2021-02-01,8,0
Monroe,2021-02-02,6,1
Monroe,2021-02-03,11,0
Monroe,2021-02-04,18,0
Monroe,2021-02-05,11,0
Monroe,2021-02-06,10,0
Monroe,2021-02-07,7,0
Monroe,2021-02-08,5,0
Monroe,2021-02-09,9,0
Monroe,2021-02-10,4,0
Monroe,2021-02-11,9,0
Monroe,2021-02-12,8,1
Monroe,2021-02-13,4,0
Monroe,2021-02-14,9,0
Monroe,2021-02-15,2,0
Monroe,2021-02-16,18,0
Monroe,2021-02-17,15,1
Monroe,2021-02-18,17,0
Monroe,2021-02-19,14,0
Monroe,2021-02-20,14,0
Monroe,2021-02-21,4,0
Monroe,2021-02-22,1,0
Monroe,2021-02-23,25,0
Monroe,2021-02-24,3,0
Monroe,2021-02-25,7,0
Monroe,2021-02-26,7,0
Monroe,2021-02-27,8,0
Monroe,2021-02-28,2,0
Monroe,2021-03-01,9,0
Monroe,2021-03-02,7,0
Monroe,2021-03-03,7,1
Monroe,2021-03-04,2,1
Monroe,2021-03-05,5,3
Monroe,2021-03-06,6,0
Monroe,2021-03-07,2,0
Monroe,2021-03-08,0,2
Monroe,2021-03-09,6,0
Monroe,2021-03-10,32,0
Monroe,2021-03-11,21,0
Monroe,2021-03-12,1,0
Monroe,2021-03-13,2,0
Monroe,2021-03-14,1,0
Monroe,2021-03-15,2,0
Monroe,2021-03-16,5,1
Monroe,2021-03-17,6,0
Monroe,2021-03-18,5,0
Monroe,2021-03-19,4,0
Monroe,2021-03-20,3,0
Monroe,2021-03-21,9,0
Monroe,2021-03-22,2,0
Monroe,2021-03-23,5,0
Monroe,2021-03-24,0,0
Monroe,2021-03-25,2,0
Monroe,2021-03-26,2,0
Monroe,2021-03-27,1,1
Monroe,2021-03-28,2,0
Monroe,2021-03-29,1,0
Monroe,2021-03-30,1,0
Monroe,2021-03-31,4,0
Montgomery,2020-09-01,3,0
Montgomery,2020-09-02,6,0
Montgomery,2020-09-03,7,0
Montgomery,2020-09-04,3,0
Montgomery,2020-09-05,5,1
Montgomery,2020-09-06,2,0
Montgomery,2020-09-07,0,0
Montgomery,2020-09-08,4,0
Montgomery,2020-09-09,1,0
Montgomery,2020-09-10,7,0
Montgomery,2020-09-11,3,1
Montgomery,2020-09-12,8,0
Montgomery,2020-09-13,3,0
Montgomery,2020-09-14,1,0
Montgomery,2020-09-15,5,0
Montgomery,2020-09-16,6,0
Montgomery,2020-09-17,7,0
Montgomery,2020-09-18,6,0
Montgomery,2020-09-19,4,0
Montgomery,2020-09-20,2,0
Montgomery,2020-09-21,0,0
Montgomery,2020-09-22,0,0
Montgomery,2020-09-23,1,0
Montgomery,2020-09-24,4,0
Montgomery,2020-09-25,7,0
Montgomery,2020-09-26,2,0
Montgomery,2020-09-27,2,0
Montgomery,2020-09-28,2,0
Montgomery,2020-09-29,2,0
Montgomery,2020-09-30,6,0
Montgomery,2020-10-01,1,0
Montgomery,2020-10-02,1,0
Montgomery,2020-10-03,8,0
Montgomery,2020-10-04,0,0
Montgomery,2020-10-05,0,0
Montgomery,2020-10-06,3,0
Montgomery,2020-10-07,2,0
Montgomery,2020-10-08,5,0
Montgomery,2020-10-09,6,0
Montgomery,2020-10-10,3,1
Montgomery,2020-10-11,1,0
Montgomery,2020-10-12,1,0
Montgomery,2020-10-13,5,0
Montgomery,2020-10-14,1,0
Montgomery,2020-10-15,5,0
Montgomery,2020-10-16,3,1
Montgomery,2020-10-17,1,1
Montgomery,2020-10-18,0,1
Montgomery,2020-10-19,1,0
Montgomery,2020-10-20,0,0
Montgomery,2020-10-21,5,0
Montgomery,2020-10-22,2,0
Montgomery,2020-10-23,3,0
Montgomery,2020-10-24,0,0
Montgomery,2020-10-25,2,0
Montgomery,2020-10-26,2,0
Montgomery,2020-10-27,2,0
Montgomery,2020-10-28,1,0
Montgomery,2020-10-29,5,0
Montgomery,2020-10-30,2,0
Montgomery,2020-10-31,2,0
Montgomery,2020-11-01,0,0
Montgomery,2020-11-02,2,0
Montgomery,2020-11-03,1,0
Montgomery,2020-11-04,1,0
Montgomery,2020-11-05,0,0
Montgomery,2020-11-06,2,0
Montgomery,2020-11-07,1,0
Montgomery,2020-11-08,1,0
Montgomery,2020-11-09,0,0
Montgomery,2020-11-10,0,0
Montgomery,2020-11-11,0,0
Montgomery,2020-11-12,3,0
Montgomery,2020-11-13,2,0
Montgomery,2020-11-14,0,0
Montgomery,2020-11-15,1,0
Montgomery,2020-11-16,1,0
Montgomery,2020-11-17,2,0
Montgomery,2020-11-18,2,0
Montgomery,2020-11-19,2,0
Montgomery,2020-11-20,1,0
Montgomery,2020-11-21,2,0
Montgomery,2020-11-22,1,0
Montgomery,2020-11-23,1,0
Montgomery,2020-11-24,0,0
Montgomery,2020-11-25,0,0
Montgomery,2020-11-26,1,0
Montgomery,2020-11-27,1,0
Montgomery,2020-11-28,1,0
Montgomery,2020-11-29,0,0
Montgomery,2020-11-30,2,0
Montgomery,2020-12-01,1,0
Montgomery,2020-12-02,5,0
Montgomery,2020-12-03,3,0
Montgomery,2020-12-04,0,0
Montgomery,2020-12-05,1,0
Montgomery,2020-12-06,0,0
Montgomery,2020-12-07,1,0
Montgomery,2020-12-08,3,0
Montgomery,2020-12-09,4,0
Montgomery,2020-12-10,0,0
Montgomery,2020-12-11,4,0
Montgomery,2020-12-12,4,0
Montgomery,2020-12-13,1,0
Montgomery,2020-12-14,0,0
Montgomery,2020-12-15,4,0
Montgomery,2020-12-16,5,0
Montgomery,2020-12-17,6,0
Montgomery,2020-12-18,4,0
Montgomery,2020-12-19,7,0
Montgomery,2020-12-20,6,0
Montgomery,2020-12-21,3,0
Montgomery,2020-12-22,7,0
Montgomery,2020-12-23,16,0
Montgomery,2020-12-24,22,0
Montgomery,2020-12-25,5,0
Montgomery,2020-12-26,9,0
Montgomery,2020-12-27,14,0
Montgomery,2020-12-28,4,0
Montgomery,2020-12-29,19,0
Montgomery,2020-12-30,10,0
Montgomery,2020-12-31,15,0
Montgomery,2021-01-01,10,0
Montgomery,2021-01-02,9,0
Montgomery,2021-01-03,15,0
Montgomery,2021-01-04,7,0
Montgomery,2021-01-05,9,0
Montgomery,2021-01-06,12,1
Montgomery,2021-01-07,3,0
Montgomery,2021-01-08,12,0
Montgomery,2021-01-09,9,0
Montgomery,2021-01-10,13,0
Montgomery,2021-01-11,6,0
Montgomery,2021-01-12,10,0
Montgomery,2021-01-13,9,1
Montgomery,2021-01-14,9,2
Montgomery,2021-01-15,3,0
Montgomery,2021-01-16,8,0
Montgomery,2021-01-17,0,0
Montgomery,2021-01-18,2,0
Montgomery,2021-01-19,3,1
Montgomery,2021-01-20,5,0
Montgomery,2021-01-21,4,0
Montgomery,2021-01-22,11,0
Montgomery,2021-01-23,3,0
Montgomery,2021-01-24,3,0
Montgomery,2021-01-25,1,0
Montgomery,2021-01-26,2,0
Montgomery,2021-01-27,3,0
Montgomery,2021-01-28,7,0
Montgomery,2021-01-29,8,1
Montgomery,2021-01-30,2,2
Montgomery,2021-01-31,0,0
Montgomery,2021-02-01,1,0
Montgomery,2021-02-02,5,1
Montgomery,2021-02-03,2,0
Montgomery,2021-02-04,7,0
Montgomery,2021-02-05,3,0
Montgomery,2021-02-06,2,0
Montgomery,2021-02-07,0,0
Montgomery,2021-02-08,0,0
Montgomery,2021-02-09,2,0
Montgomery,2021-02-10,6,0
Montgomery,2021-02-11,3,0
Montgomery,2021-02-12,2,0
Montgomery,2021-02-13,0,0
Montgomery,2021-02-14,0,0
Montgomery,2021-02-15,0,0
Montgomery,2021-02-16,2,0
Montgomery,2021-02-17,0,0
Montgomery,2021-02-18,2,0
Montgomery,2021-02-19,2,0
Montgomery,2021-02-20,3,0
Montgomery,2021-02-21,3,0
Montgomery,2021-02-22,0,0
Montgomery,2021-02-23,2,0
Montgomery,2021-02-24,4,0
Montgomery,2021-02-25,1,0
Montgomery,2021-02-26,1,0
Montgomery,2021-02-27,1,0
Montgomery,2021-02-28,0,0
Montgomery,2021-03-01,0,0
Montgomery,2021-03-02,1,0
Montgomery,2021-03-03,2,0
Montgomery,2021-03-04,0,0
Montgomery,2021-03-05,2,0
Montgomery,2021-03-06,1,0
Montgomery,2021-03-07,0,0
Montgomery,2021-03-08,1,0
Montgomery,2021-03-09,0,0
Montgomery,2021-03-10,0,0
Montgomery,2021-03-11,0,0
Montgomery,2021-03-12,1,0
Montgomery,2021-03-13,0,0
Montgomery,2021-03-14,0,0
Montgomery,2021-03-15,0,0
Montgomery,2021-03-16,0,0
Montgomery,2021-03-17,0,0
Montgomery,2021-03-18,0,0
Montgomery,2021-03-19,0,0
Montgomery,2021-03-20,1,0
Montgomery,2021-03-21,0,0
Montgomery,2021-03-22,0,0
Montgomery,2021-03-23,0,0
Montgomery,2021-03-24,0,0
Montgomery,2021-03-25,0,0
Montgomery,2021-03-26,0,0
Montgomery,2021-03-27,0,0
Montgomery,2021-03-28,0,0
Montgomery,2021-03-29,1,0
Montgomery,2021-03-30,0,0
Montgomery,2021-03-31,0,0
Morgan,2020-09-01,11,0
Morgan,2020-09-02,4,0
Morgan,2020-09-03,7,0
Morgan,2020-09-04,6,0
Morgan,2020-09-05,4,0
Morgan,2020-09-06,4,0
Morgan,2020-09-07,0,0
Morgan,2020-09-08,4,0
Morgan,2020-09-09,5,0
Morgan,2020-09-10,3,0
Morgan,2020-09-11,5,0
Morgan,2020-09-12,3,0
Morgan,2020-09-13,3,0
Morgan,2020-09-14,4,0
Morgan,2020-09-15,7,0
Morgan,2020-09-16,5,0
Morgan,2020-09-17,8,0
Morgan,2020-09-18,4,0
Morgan,2020-09-19,3,0
Morgan,2020-09-20,2,0
Morgan,2020-09-21,0,0
Morgan,2020-09-22,1,0
Morgan,2020-09-23,1,0
Morgan,2020-09-24,0,0
Morgan,2020-09-25,3,0
Morgan,2020-09-26,2,0
Morgan,2020-09-27,1,0
Morgan,2020-09-28,2,0
Morgan,2020-09-29,2,1
Morgan,2020-09-30,1,0
Morgan,2020-10-01,1,0
Morgan,2020-10-02,1,0
Morgan,2020-10-03,3,0
Morgan,2020-10-04,2,0
Morgan,2020-10-05,2,0
Morgan,2020-10-06,4,0
Morgan,2020-10-07,6,0
Morgan,2020-10-08,0,0
Morgan,2020-10-09,0,0
Morgan,2020-10-10,2,1
Morgan,2020-10-11,3,0
Morgan,2020-10-12,0,0
Morgan,2020-10-13,1,0
Morgan,2020-10-14,4,0
Morgan,2020-10-15,1,0
Morgan,2020-10-16,3,0
